,module,rank,recordid,counter,value,filename,mountpt,fstype
769,LUSTRE,3,9546082585085241934,LUSTRE_COMP1_STRIPE_PATTERN,raid0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
770,LUSTRE,3,9546082585085241934,LUSTRE_COMP1_FLAGS,0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
771,LUSTRE,3,9546082585085241934,LUSTRE_COMP1_EXT_START,0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
772,LUSTRE,3,9546082585085241934,LUSTRE_COMP1_EXT_END,-1,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
773,LUSTRE,3,9546082585085241934,LUSTRE_COMP1_MIRROR_ID,0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
774,LUSTRE,3,9546082585085241934,LUSTRE_COMP1_POOL_NAME,original,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
775,LUSTRE,3,9546082585085241934,LUSTRE_COMP1_OST_ID_0,280,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
776,STDIO,0,9776070601501419358,STDIO_OPENS,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
790,STDIO,0,9776070601501419358,STDIO_F_META_TIME,0.001434,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
793,STDIO,0,9776070601501419358,STDIO_F_OPEN_START_TIMESTAMP,13.489806,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
794,STDIO,0,9776070601501419358,STDIO_F_CLOSE_START_TIMESTAMP,32.09946,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
797,STDIO,0,9776070601501419358,STDIO_F_OPEN_END_TIMESTAMP,13.490948,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
798,STDIO,0,9776070601501419358,STDIO_F_CLOSE_END_TIMESTAMP,32.099751,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
805,STDIO,0,13268337641086144525,STDIO_OPENS,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
819,STDIO,0,13268337641086144525,STDIO_F_META_TIME,0.005554,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
822,STDIO,0,13268337641086144525,STDIO_F_OPEN_START_TIMESTAMP,173.025397,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
823,STDIO,0,13268337641086144525,STDIO_F_CLOSE_START_TIMESTAMP,174.494306,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
826,STDIO,0,13268337641086144525,STDIO_F_OPEN_END_TIMESTAMP,173.030297,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
827,STDIO,0,13268337641086144525,STDIO_F_CLOSE_END_TIMESTAMP,174.49496,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
834,STDIO,-1,15920181672442173319,STDIO_OPENS,4.0,<STDOUT>,,
837,STDIO,-1,15920181672442173319,STDIO_WRITES,32.0,<STDOUT>,,
839,STDIO,-1,15920181672442173319,STDIO_FLUSHES,52.0,<STDOUT>,,
840,STDIO,-1,15920181672442173319,STDIO_BYTES_WRITTEN,2124.0,<STDOUT>,,
843,STDIO,-1,15920181672442173319,STDIO_MAX_BYTE_WRITTEN,1062.0,<STDOUT>,,
844,STDIO,-1,15920181672442173319,STDIO_FASTEST_RANK,1.0,<STDOUT>,,
846,STDIO,-1,15920181672442173319,STDIO_SLOWEST_RANK,2.0,<STDOUT>,,
847,STDIO,-1,15920181672442173319,STDIO_SLOWEST_RANK_BYTES,1063.0,<STDOUT>,,
849,STDIO,-1,15920181672442173319,STDIO_F_WRITE_TIME,0.001187,<STDOUT>,,
853,STDIO,-1,15920181672442173319,STDIO_F_WRITE_START_TIMESTAMP,0.01125,<STDOUT>,,
857,STDIO,-1,15920181672442173319,STDIO_F_WRITE_END_TIMESTAMP,174.747921,<STDOUT>,,
860,STDIO,-1,15920181672442173319,STDIO_F_SLOWEST_RANK_TIME,0.000654,<STDOUT>,,
862,STDIO,-1,15920181672442173319,STDIO_F_VARIANCE_RANK_BYTES,281961.5,<STDOUT>,,
863,STDIO,1,6294410177327220565,STDIO_OPENS,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
877,STDIO,1,6294410177327220565,STDIO_F_META_TIME,0.000689,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
880,STDIO,1,6294410177327220565,STDIO_F_OPEN_START_TIMESTAMP,14.793579,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
881,STDIO,1,6294410177327220565,STDIO_F_CLOSE_START_TIMESTAMP,33.245927,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
884,STDIO,1,6294410177327220565,STDIO_F_OPEN_END_TIMESTAMP,14.79402,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
885,STDIO,1,6294410177327220565,STDIO_F_CLOSE_END_TIMESTAMP,33.246176,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
892,STDIO,1,8576505722018891917,STDIO_OPENS,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
906,STDIO,1,8576505722018891917,STDIO_F_META_TIME,0.000701,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
909,STDIO,1,8576505722018891917,STDIO_F_OPEN_START_TIMESTAMP,13.453186,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
910,STDIO,1,8576505722018891917,STDIO_F_CLOSE_START_TIMESTAMP,14.758282,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
913,STDIO,1,8576505722018891917,STDIO_F_OPEN_END_TIMESTAMP,13.453654,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
914,STDIO,1,8576505722018891917,STDIO_F_CLOSE_END_TIMESTAMP,14.758515,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
921,STDIO,2,1101202836259582757,STDIO_OPENS,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00000,/pscratch,lustre
935,STDIO,2,1101202836259582757,STDIO_F_META_TIME,0.001452,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00000,/pscratch,lustre
938,STDIO,2,1101202836259582757,STDIO_F_OPEN_START_TIMESTAMP,12.883605,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00000,/pscratch,lustre
939,STDIO,2,1101202836259582757,STDIO_F_CLOSE_START_TIMESTAMP,20.854534,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00000,/pscratch,lustre
942,STDIO,2,1101202836259582757,STDIO_F_OPEN_END_TIMESTAMP,12.884787,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00000,/pscratch,lustre
943,STDIO,2,1101202836259582757,STDIO_F_CLOSE_END_TIMESTAMP,20.854804,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00000,/pscratch,lustre
950,STDIO,2,17738875944199288423,STDIO_OPENS,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_H,/pscratch,lustre
964,STDIO,2,17738875944199288423,STDIO_F_META_TIME,0.005066,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_H,/pscratch,lustre
967,STDIO,2,17738875944199288423,STDIO_F_OPEN_START_TIMESTAMP,141.861119,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_H,/pscratch,lustre
968,STDIO,2,17738875944199288423,STDIO_F_CLOSE_START_TIMESTAMP,142.955611,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_H,/pscratch,lustre
971,STDIO,2,17738875944199288423,STDIO_F_OPEN_END_TIMESTAMP,141.865557,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_H,/pscratch,lustre
972,STDIO,2,17738875944199288423,STDIO_F_CLOSE_END_TIMESTAMP,142.956239,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_H,/pscratch,lustre
979,STDIO,3,9546082585085241934,STDIO_OPENS,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
993,STDIO,3,9546082585085241934,STDIO_F_META_TIME,0.000727,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
996,STDIO,3,9546082585085241934,STDIO_F_OPEN_START_TIMESTAMP,14.080777,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
997,STDIO,3,9546082585085241934,STDIO_F_CLOSE_START_TIMESTAMP,22.217037,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
1000,STDIO,3,9546082585085241934,STDIO_F_OPEN_END_TIMESTAMP,14.081249,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
1001,STDIO,3,9546082585085241934,STDIO_F_CLOSE_END_TIMESTAMP,22.217293,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Level_0/Cell_D_00001,/pscratch,lustre
1008,STDIO,3,16097509171938178190,STDIO_OPENS,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Header,/pscratch,lustre
1022,STDIO,3,16097509171938178190,STDIO_F_META_TIME,0.000963,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Header,/pscratch,lustre
1025,STDIO,3,16097509171938178190,STDIO_F_OPEN_START_TIMESTAMP,12.851158,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Header,/pscratch,lustre
1026,STDIO,3,16097509171938178190,STDIO_F_CLOSE_START_TIMESTAMP,14.045196,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Header,/pscratch,lustre
1029,STDIO,3,16097509171938178190,STDIO_F_OPEN_END_TIMESTAMP,12.851895,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Header,/pscratch,lustre
1030,STDIO,3,16097509171938178190,STDIO_F_CLOSE_END_TIMESTAMP,14.045421,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_2/Header,/pscratch,lustre
1037,HEATMAP,0,3989511027826779520,HEATMAP_F_BIN_WIDTH_SECONDS,1.6,heatmap:STDIO,,
1148,HEATMAP,0,3989511027826779520,HEATMAP_WRITE_BIN_0,149.0,heatmap:STDIO,,
1149,HEATMAP,0,3989511027826779520,HEATMAP_WRITE_BIN_1,130.0,heatmap:STDIO,,
1257,HEATMAP,0,3989511027826779520,HEATMAP_WRITE_BIN_109,782.0,heatmap:STDIO,,
1258,HEATMAP,0,16592106915301738621,HEATMAP_F_BIN_WIDTH_SECONDS,1.6,heatmap:POSIX,,
1377,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_8,157734150.0,heatmap:POSIX,,
1378,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_9,701248104.0,heatmap:POSIX,,
1379,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_10,705123944.0,heatmap:POSIX,,
1380,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_11,721194098.0,heatmap:POSIX,,
1381,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_12,705436000.0,heatmap:POSIX,,
1382,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_13,799684924.0,heatmap:POSIX,,
1383,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_14,798626082.0,heatmap:POSIX,,
1384,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_15,801088504.0,heatmap:POSIX,,
1385,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_16,788821645.0,heatmap:POSIX,,
1386,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_17,781302914.0,heatmap:POSIX,,
1387,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_18,795619633.0,heatmap:POSIX,,
1388,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_19,797649492.0,heatmap:POSIX,,
1389,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_20,49147758.0,heatmap:POSIX,,
1477,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_108,41943218.0,heatmap:POSIX,,
1478,HEATMAP,0,16592106915301738621,HEATMAP_WRITE_BIN_109,3402542.0,heatmap:POSIX,,
1479,HEATMAP,1,16592106915301738621,HEATMAP_F_BIN_WIDTH_SECONDS,1.6,heatmap:POSIX,,
1598,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_8,8388625.0,heatmap:POSIX,,
1599,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_9,281430712.0,heatmap:POSIX,,
1600,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_10,719719942.0,heatmap:POSIX,,
1601,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_11,718969466.0,heatmap:POSIX,,
1602,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_12,721734948.0,heatmap:POSIX,,
1603,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_13,733362944.0,heatmap:POSIX,,
1604,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_14,802700172.0,heatmap:POSIX,,
1605,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_15,798105238.0,heatmap:POSIX,,
1606,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_16,798844007.0,heatmap:POSIX,,
1607,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_17,801567034.0,heatmap:POSIX,,
1608,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_18,798105238.0,heatmap:POSIX,,
1609,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_19,798105238.0,heatmap:POSIX,,
1610,HEATMAP,1,16592106915301738621,HEATMAP_WRITE_BIN_20,634296387.0,heatmap:POSIX,,
1700,HEATMAP,2,3989511027826779520,HEATMAP_F_BIN_WIDTH_SECONDS,1.6,heatmap:STDIO,,
1811,HEATMAP,2,3989511027826779520,HEATMAP_WRITE_BIN_0,149.0,heatmap:STDIO,,
1812,HEATMAP,2,3989511027826779520,HEATMAP_WRITE_BIN_1,130.0,heatmap:STDIO,,
1900,HEATMAP,2,3989511027826779520,HEATMAP_WRITE_BIN_89,444.0,heatmap:STDIO,,
1921,HEATMAP,2,16592106915301738621,HEATMAP_F_BIN_WIDTH_SECONDS,1.6,heatmap:POSIX,,
2040,HEATMAP,2,16592106915301738621,HEATMAP_WRITE_BIN_8,163598244.0,heatmap:POSIX,,
2041,HEATMAP,2,16592106915301738621,HEATMAP_WRITE_BIN_9,232813392.0,heatmap:POSIX,,
2042,HEATMAP,2,16592106915301738621,HEATMAP_WRITE_BIN_10,228618604.0,heatmap:POSIX,,
2043,HEATMAP,2,16592106915301738621,HEATMAP_WRITE_BIN_11,224423816.0,heatmap:POSIX,,
2044,HEATMAP,2,16592106915301738621,HEATMAP_WRITE_BIN_12,228618214.0,heatmap:POSIX,,
2045,HEATMAP,2,16592106915301738621,HEATMAP_WRITE_BIN_13,8539186.0,heatmap:POSIX,,
2120,HEATMAP,2,16592106915301738621,HEATMAP_WRITE_BIN_88,26047719.0,heatmap:POSIX,,
2121,HEATMAP,2,16592106915301738621,HEATMAP_WRITE_BIN_89,18584613.0,heatmap:POSIX,,
2142,HEATMAP,3,16592106915301738621,HEATMAP_F_BIN_WIDTH_SECONDS,1.6,heatmap:POSIX,,
2261,HEATMAP,3,16592106915301738621,HEATMAP_WRITE_BIN_8,14155947.0,heatmap:POSIX,,
2262,HEATMAP,3,16592106915301738621,HEATMAP_WRITE_BIN_9,197156926.0,heatmap:POSIX,,
2263,HEATMAP,3,16592106915301738621,HEATMAP_WRITE_BIN_10,228618604.0,heatmap:POSIX,,
2264,HEATMAP,3,16592106915301738621,HEATMAP_WRITE_BIN_11,228618604.0,heatmap:POSIX,,
2265,HEATMAP,3,16592106915301738621,HEATMAP_WRITE_BIN_12,228618604.0,heatmap:POSIX,,
2266,HEATMAP,3,16592106915301738621,HEATMAP_WRITE_BIN_13,203623294.0,heatmap:POSIX,,
